SOURCE	TARGET
و آكل	وأكل	REPLACE_O
الآكل	الأكل	REPLACE_OH
الأجمال	الأجمل	REPLACE_OD
و تقال	وتقول	REPLACE_M
أحبك	أحبك	UC
لا	لا	UC
علي	علي	UC
لا	لن	REPLACE_SW
سأترك	أترك	REPLACE_MT
حياتي	حياتى	REPLACE_OA
لذھاب	للذھاب	REPLACE_OM
معك	معك	UC
إلى	إلى	UC
السودان	السودان	UC
إلى	إلى	UC
جانب	جانب	UC
لي	لي	UC
سنعه	سبعة	REPLACE_OR+REPLACE_OT
أولادا	أولاد	REPLACE_XC
و أحبھم	وأحبھم	MERGE
ترك ھا	تركھا	MERGE
علي	علي	UC
والآن	والآن	UC
لا	لا	UC
يفكر	يفكر	UC
ھو	ھو	UC
بھا	بھا	UC

علمت	علمت	UC
عن	عن	UC
الكتابة	الكتابة	UC
والقراءة	والقراءة	UC
والطب	والطب	UC
على	على	UC
يد	يد	UC
أبي	أبي	UC
درسني	درسني	UC
كيف	كيف	UC
يقرأ	يقرأ	UC
كتاب	كتاب	UC
ويكتب	ويكتب	UC
عنه	عنه	UC
وكما	وكما	UC
أنه	أنه	UC
درسني	درسني	UC
كيف	كيف	UC
يكون	يكون	UC
دكتور	دكتورا	REPLACE_XC
عظيم	عظيما	REPLACE_XC
من	من	UC
حيث	حيث	UC
الدراسة	الدراسة	UC
و الحقائق	والحقائق	MERGE
و المعارف	والمعارف	MERGE
و فوق	وفوق	MERGE
ذلك	ذلك	UC
العلاقة	العلاقة	UC
بين	بين	UC
الدكتور	الدكتور	UC
والشخص	والشخص	UC
الذي	الذي	UC
يساعده	يساعده	UC
أبي	أبي	UC
ھو	هو	REPLACE_OR
صاحب	صاحب	UC
الفضل	الفضل	UC
الأول	الأول	UC
باھتمامي	باهتمامي	REPLACE_OR
بالطب	بالطب	UC
و باللغتي	وباللغتين	UNK
العربية	العربية	UC
والإنجليزية	والإنجليزية	UC
لأوله	لولاه	REPLACE_OD+REPLACE_OH+REPLACE_OM
فما	فما	UC
أدرس	أدرس	UC
كل	كل	UC
ھذه	هذه	REPLACE_OR
الموضوعات	الموضوعات	UC
أما	أما	UC
العائلة	العائلة	UC
فأبى	فأبي	REPLACE_OA
يقول	يقول	UC
انھا	أنها	REPLACE_OH
اھم	أهم	REPLACE_SW
شيئ	شيء	REPLACE_XC
في	في	UC
الحياة	الحياة	UC

ستة	ستة	UC
اشھور	أشهر	REPLACE_SW
بدآ	بدأ	REPLACE_XN
علي	علي	UC
يدرس	يدرس	UC
في	في	UC
جامعة	جامعة	UC
يوطا	يوتا	REPLACE_OR
كان	كان	UC
يدرس	يدرس	UC
درساه	دراسات	REPLACE_OH+REPLACE_OM+REPLACE_OT
السرق	الشرق	REPLACE_OR
إلا سط	الأوسط	UNK
حصل	حصل	UC
على	على	UC
الشھادة	الشهادة	REPLACE_OR
في	في	UC
العلوم	العلوم	UC
السياسية	السياسية	UC
ودرس	ودرس	UC
ھناك	هناك	REPLACE_OR
متى	متى	UC
رجعت	رجعت	UC
سوزان	سوزان	UC
إلى	إلى	UC
الامريلا	أمريكا	REPLACE_OH+REPLACE_XF
مع	مع	UC
زوجة	زوجها	REPLACE_OM+REPLACE_OR
يفكر	يفكر	UC
بھا	بها	REPLACE_OR
في	في	UC
غالب	غالب	UC
الأحيان	الأحيان	UC
لكن	لكن	UC
لا	لم	REPLACE_SW
تكن	تكن	UC
تفكر	تفكر	UC
به	به	UC
كان	كان	UC
قلبه	قلبها	REPLACE_XG
بعدا	بعيدا	REPLACE_OM
من	عن	REPLACE_SW
علي	علي	UC
كان	كان	UC
اسمھا	اسمها	REPLACE_OR
ويداد	وداد	REPLACE_OD
درست	درست	UC
العلوم	العلوم	UC
السياسية	السياسية	UC
في	في	UC
الجامعة	جامعة	REPLACE_XF
يوط	يوتا	REPLACE_SW
بدأت	بدأت	UC
تدرس	تدرس	UC
مع	مع	UC
الدكتر	الدكتور	REPLACE_OH+REPLACE_OM
المشھور	المشهور	REPLACE_OR
علي	علي	UC
كان	كان	UC
يدر	يدرس	REPLACE_OM
سھا	لها	REPLACE_SW
وكانت	وكانت	UC
يدرس	تدرس	REPLACE_MI
بدون	بدون	UC
رسائل	رسائل	UC
بدأا	بدآ	REPLACE_OD+REPLACE_OH
يتراسلان	يتراسلان	UC
يعرفھا	يعرفها	REPLACE_OR
و يحبھا	ويحبها	UNK
قالت	قالت	UC
تزوجني	تزوجني	UC
قالت	قالت	UC
ھم	هيا	REPLACE_SW
أ		DELETE_XM
أنا	أنا	UC
مستعدة	مستعدة	UC
كان	كان	UC
مستعدا	مستعدا	UC
أيض أ	أيضا	UNK
و زوجا	وتزوجا	REPLACE_O
سكنوا	وسكنا	REPLACE_MI
في	في	UC
يوطا	يوتا	REPLACE_OR
لكن	لكن	UC

في	في	UC
القصة	القصة	UC
جنة	جنة	UC
الأطفال	الأطفال	UC
سالت	سألت	REPLACE_OH
البنت	البنت	UC
كثيرا	كثيرا	UC
من	من	UC
السؤال	الأسئلة	REPLACE_XN
عن	عن	UC
الدين	الدين	UC
عن	وعن	REPLACE_MI
لله	الله	REPLACE_OH+REPLACE_OM
عن	عن	UC
الموت	الموت	UC
عن	وعن	REPLACE_MI
محل	محل	UC
لله	الله	REPLACE_OH+REPLACE_OM
جنة	جنة	UC
عن	وعن	REPLACE_MI
المختلفين	الاختلاف	REPLACE_OD+REPLACE_OR
بينھا	بينها	REPLACE_OR
وبين	وبين	UC
ضديقتھا	ضديقتها	REPLACE_OR
ھذه	هذه	REPLACE_OR
السؤال	الأسئلة	REPLACE_XN
ھي	هي	REPLACE_OR
سؤال	أسئلة	REPLACE_XN
عامية	عامة	REPLACE_OD
للأولاد	للأولاد	UC
ھناك	هناك	REPLACE_OR
سؤال	أسئلة	REPLACE_XN
آخر	أخرى	REPLACE_SW
يسألھا	يسألها	REPLACE_OR
الأولاد	الأولاد	UC
منھا	منها	REPLACE_OR
من	من	UC
أين	أين	UC
وصلت	وصلت	UC
وماذا	وماذا	UC
يقع	يقع	UC
لما	لما	UC
أموت	أموت	UC
وكيف	وكيف	UC
تلد	تلد	UC
المرأة	المرأة	UC
أفكر	أفكر	UC
أن	أن	UC
القبول	القبول	UC
ھذه	بهذه	REPLACE_SW
السؤال	الأسئلة	REPLACE_XN
آمر	أمر	REPLACE_OH
ھم	مهم	REPLACE_SW
لكل	لكل	UC
والدين	والدين	UC
يدب	يجب	REPLACE_OR
أن	أن	UC
يحاولوا	يحاولوا	UC
أن	أن	UC
يجيبوا	يجيبوا	UC
لھذه	على هذه	UNK
السؤال	الأسئلة	REPLACE_XN
مع	مع	UC
فاتح	تفتح	REPLACE_OR
وبدون	وبدون	UC
كاذب	كذب	REPLACE_OD
سؤال	الأسئلة	REPLACE_SW
ھي	هي	REPLACE_OR
شئون	شئون	UC
عظيمة	عظيمة	UC
ويجب	ويجب	UC
أن	أن	UC
يرحبھا	يرحب بها	UNK
والدون	الوالدون	REPLACE_XF
من	من	UC
اولادھم	أولادهم	REPLACE_OH
تربية	تربية	UC
الأولاد	الأولاد	UC
شي	شيء	REPLACE_OM
صعب	صعب	UC
في	في	UC
رائي	رأيي	REPLACE_OH
ھي	هي	REPLACE_OR
أصعب	أصعب	UC
الشي	شيء	REPLACE_SW
في	في	UC
الحياة	الحياة	UC
وھي	وهي	REPLACE_OR
أھم	أهم	REPLACE_OR
الشي	الأشياء	REPLACE_OM+REPLACE_XN
عيض أ	أيضا	UNK
ھي	هي	REPLACE_OR
صعبة	صعبة	UC
لأننا	لأننا	UC
كوالدين	كوالدين	UC
لا	لا	UC
نعرف	نعرف	UC
كيف	كيف	UC
نفعلھا	نفعلها	REPLACE_OR
ليس	ليس	UC
ھناك	هناك	REPLACE_OR
مدرسة	مدرسة	UC
لتدريس	لتدريس	UC
التربية	التربية	UC
وكل	وكل	UC
ولد	ولد	UC
مختلف	مختلف	UC
لكل	لكل	UC
ولد	ولد	UC
مشكلات	مشكلات	UC
مختلفة	مختلفة	UC
وسؤال	وأسئلة	REPLACE_XN
مختلفة	مختلفة	UC
كثير	كثير	UC
من	من	UC
الوقت	الوقت	UC
لا	لا	UC
نعرف	نعرف	UC
جواب	جواب	UC
لسؤالھم	لسؤالهم	REPLACE_OR
وحلول	وحلول	UC
لمشكلاتھم	لمشكلاتهم	REPLACE_OR
وكثيرا	وكثيرا	UC
لس	لا	REPLACE_OR
أحد	أحد	UC
أ		DELETE_XM
يستطع	يستطيع	REPLACE_XC
أن	أن	UC
يساعدنا	يساعدنا	UC

والدتي	والدتي	UC
صاحبة	صاحبة	UC
الفصل	الفضل	REPLACE_OR
الأول	الأول	UC
في	في	UC
اھتمامي	اهتمامي	REPLACE_OR
في	في	UC
بيانو	بيانو	UC
على	على	UC
يد	يد	UC
والدتي	والدتي	UC
درست	درست	UC
بيانو	بيانو	UC
لعشرة	لعشرة	UC
سنوات	سنوات	UC
لعب	لعب	UC
أصدقائي	أصدقائي	UC
كرة	كرة	UC
القدم	القدم	UC
في	في	UC
حين	حين	UC
لعبت	لعبت	UC
البيانو	البيانو	UC
من	من	UC
وجھتي	وجهة	REPLACE_SW
نظر	نظري	REPLACE_OM
بيانو	بيانو	UC
أحسن	أحسن	UC
من	من	UC
كرة	كرة	UC
القدم	القدم	UC
من	من	UC
حيث	حيث	UC
علم	علم	UC
الجمال	الجمال	UC

صديقتي	صديقتي	UC
ماريام	ماريام	UC
صاحب	صاحبة	REPLACE_XG
الفصل	الفضل	REPLACE_OR
الأول	الأول	UC
في	في	UC
اھتمامي	اهتمامي	REPLACE_OR
باللغة	باللغة	UC
العربية	العربية	UC
و أدرس	وأدرس	MERGE
الآن	الآن	UC
على	على	UC
يد	يد	UC
أستاذة	أستاذة	UC
فروانه	فروانة	REPLACE_OT
وتحدث	وتقول	REPLACE_SW
لي	لي	UC
لا بد	لابد	MERGE
أنني	أنني	UC
أحسن	أحسن	UC
من	من	UC
درسات	دراستي	REPLACE_OH+REPLACE_OM+REPLACE_XN
كما	كما	UC
أن	أن	UC
من	من	UC
الآزم	اللازم	REPLACE_OM+REPLACE_OR
أنني	أن	REPLACE_XT
أكتب	أكتب	UC
كثير أ	كثيرا	UNK
ھذه	هذه	REPLACE_OR
سنة	سنة	UC
وفوق	وفوق	UC
دلك	ذلك	REPLACE_OR
أحتاج	أحتاج	UC
القرأة	لقرآءة	REPLACE_OD+REPLACE_OH+REPLACE_OM
كبير	كثير	REPLACE_OR
من	من	UC
رويات	الروايات	REPLACE_SW
العربية	العربية	UC
و	وعلى	REPLACE_SW
الأقل	الأقل	UC
10	10	UC
مجلات	مجلات	UC
تاريحية	تاريخية	REPLACE_OR
و أطن	وأظن	REPLACE_O
أنني	أنني	UC
أستطيع	أستطيع	UC
القرأة	قرآءة	REPLACE_SW
محلات	مجلات	REPLACE_OR
على	على	UC
أكثر	الأكثر	REPLACE_XF

منذ	منذ	UC
4	4	UC
سنوات	سنوات	UC
في	في	UC
الماضي	الماضي	UC
أنا	أنا	UC
وجدي	وجدي	UC
وجدتي	وجدتي	UC
سافرنا	سافرنا	UC
إلى	إلى	UC
إسبانية	إسبانيا	REPLACE_XG
كما	كما	UC
أن	زرنا	REPLACE_SW
الحنوب	الجنوب	REPLACE_OR
من	من	UC
فرنسا	فرنسا	UC
و في	وفي	MERGE
إسبانية	إسبانيا	REPLACE_XG
أنا	أنا	UC
اھتممت	اهتممت	REPLACE_OR
بالثقافة	بالثقافة	UC
عربية	العربية	REPLACE_XF
و جدتي	وجدتي	MERGE
صاحب	صاحبة	REPLACE_XG
الفضل	الفضل	UC
الأول	الأول	UC
لھذه	لهذا	REPLACE_OR+REPLACE_XG
اھتمة	الاهتمام	REPLACE_SW
من	من	UC
وجھة	وجهة	REPLACE_OR
نطرى	نظري	REPLACE_OA+REPLACE_OR
الثقافة	الثقافة	UC
عربية	العربية	REPLACE_XF
ھي	هي	REPLACE_OR
أھتم	أهم	REPLACE_OD+REPLACE_OR
ثقافة	ثقافة	UC
في	في	UC
العالم	العالم	UC
ولكن	ولكن	UC
كثير	كثير	UC
من	من	UC
الناس	الناس	UC
عندھم	عندهم	REPLACE_OR
فكر	فكر	UC
مجتلف	مختلف	REPLACE_OR
بعد	بعدما	REPLACE_MI
رجعت	رجعت	UC
من	من	UC
سافري	سفري	REPLACE_OD
أنا	أنا	UC
أريدت	أردت	REPLACE_OD
أن	أن	UC
أدرس	أدرس	UC
الدرس		DELETE_XM
الشرق	الشرق	UC
الأوسط	الأوسط	UC
في	في	UC
حين	حين	UC
أن	أن	UC
ھذا		DELETE_XM
أبي	أبي	UC
وأمي	وأمي	UC
اريدا	أرادا	REPLACE_OH
أن	أن	UC
أنا		DELETE_XM
أدرس	أدرس	UC
المسيقى	الموسيقى	REPLACE_OH+REPLACE_OM
ولكني	ولكن	REPLACE_XT
بعد	بعد	UC
سنة	سنة	UC
في	في	UC
الجامعة	الجامعة	UC
أنا	أنا	UC
بدأت	بدأت	UC
دراسة	دراسة	UC
الشرق	الشرق	UC
الأوسط	الأوسط	UC
على	على	UC
يد	يد	UC
دكتورة	دكتورة	UC
حدسون	هدسون	REPLACE_OR
وأريد	وأريد	UC
أن	أن	UC
أدرس	أدرس	UC
المنطقة	المنطقة	UC
على	على	UC
الأقل	الأقل	UC
من	من	UC
عشرين	عشرين	UC
سنة	سنة	UC

أنا	أنا	UC
أعتقد	أعتقد	UC
أن	أن	UC
الجنود	الجنود	UC
الذي	الذين	REPLACE_XN
قتل	قتلوا	REPLACE_XN
الرجل	الرجل	UC
في	في	UC
العراق	العراق	UC
يجب	يجب	UC
أن	أن	UC
يكون	يكونوا	REPLACE_XN
في	في	UC
السجن	السجن	UC
في	في	UC
رأي	رأيي	REPLACE_OM
أن	أن	UC
حرب	الحرب	REPLACE_XF
دائم أ	دائما	UNK
سلبي و	سلبية	UNK
فلذلك	لذلك	REPLACE_SF
سيغييرون	سيغيرون	REPLACE_OD
الجند	الجنود	REPLACE_OH+REPLACE_OM
أظن	أظن	UC
أن	أن	UC
الآمر	الأمر	REPLACE_OH
لقتل	لقتل	UC
شخص	شخص	UC
على	على	UC
	الأرجح	INSERT_XM
يجب	يجب	UC
أن	أن	UC
يكون	يكون	UC
غريب	غريبا	REPLACE_XC
ربما	ربما	UC
المارين	المارين	UC
كان	كان	UC
عنده	عندهم	REPLACE_MI
مشكلة	مشكلة	UC
قبل	قبل	UC
طلق	إطلاق	REPLACE_SW
النار	النار	UC
على	على	UC
الرجل	الرجل	UC
و لكن ھي	ولكنها	REPLACE_S
ليست	ليست	UC
حجة	حجة	UC
مناسبة	مناسبة	UC
على	على	UC
نفس	نفس	UC
الفكرة	الفكرة	UC
أعتقد	أعتقد	UC
أن	أن	UC
كل	كل	UC
بلد	بلد	UC
يجب	يجب	UC
	أن	INSERT_XM
	يكون	INSERT_XM
عندھا	عندها	REPLACE_OR
نظام	نظام	UC
كأمريكا	كأمريكا	UC
يعني	يعني	UC
	الحرب	INSERT_XM
موجود حرب	موجودة	UNK
الآن	الآن	UC
في	في	UC
العراق	العراق	UC
و الوضع	والوضع	MERGE
معقدة	معقد	REPLACE_XG
جد أ	جدا	UNK
و لكن	ولكن	MERGE
إذا	إذا	UC
	قام	INSERT_XM
جنود	الجنود	REPLACE_XF
يعمل شي	بشيء	UNK
على	على	UC
رغم	الرغم	REPLACE_XF
من	من	UC
	وجود	INSERT_XM
آمره	أمر	REPLACE_MI+REPLACE_OH
أو	أو	UC
دون	دون	UC
سبب	سبب	UC
حتى	حتى	UC
ھو	لو	REPLACE_OR
في	في	UC
بلد	بلد	UC
آخر	آخر	UC
بعيد	بعيد	UC
عن	عن	UC
بيته	بيته	UC
سيكون	سيكون	UC
قضية	قضية	UC
في	في	UC
محكمة	محكمة	UC
و نظام	ونظام	MERGE
ذلكة	ذلك	REPLACE_OD
شيء	شيء	UC
نادر	نادر	UC
في	في	UC
الدنيا	الدنيا	UC
و لأن	ولأجل	UNK
ذلك	ذلك	UC
عندي	عندي	UC
احترام	احترام	UC
كثير	كبير	REPLACE_OR
للأمريكا	لأمريكا	REPLACE_OD
بصراحة	بصراحة	UC
لا	لا	UC
أعرف	أعرف	UC
كثير	كثيرا	REPLACE_XC
عن	عن	UC
الوضع	الوضع	UC
بين	بين	UC
الجنود	الجنود	UC
و بين	وبين	MERGE
المحكمة	المحكمة	UC
العسكرية	العسكرية	UC
فلا	فلا	UC
أعتبر	أعتبر	UC
نفسي	نفسي	UC
خبير	خبيرا	REPLACE_XC
على	عن	REPLACE_SW
الوضع	الوضع	UC
و لكن	ولكن	MERGE
أنا	أنا	UC
أواثق	أوافق	REPLACE_OR
الحكومة	الحكومة	UC
الأمريكية	الأمريكية	UC
و قرارھا	وقرارها	UNK
عن	عن	UC
القضية	القضية	UC
للجنود	للجنود	UC
توجد	توجد	UC
بلاد	بلاد	UC
كثيرة	كثيرة	UC
التي		DELETE_XM
ستغيير	ستغير	REPLACE_OD
القانون	القانون	UC
أو	أو	UC
الحق	الحق	UC
لجندھا	لجنودها	REPLACE_OH+REPLACE_OM
و لكن	ولكن	MERGE
	هذا	INSERT_XM
ھي شيء	الشيء	UNK
فساد	فساد	UC
في	في	UC
رأي	رأيي	REPLACE_OM
و أنا	وأنا	MERGE
أعتبر	أعتبر	UC
الولاية	الولايات	REPLACE_XN
المتحدة	المتحدة	UC
ھي	هي	REPLACE_OR
بلد	بلد	UC
صدقة	صادقة	REPLACE_OH+REPLACE_OM

أنا	أنا	UC
لا	لا	UC
أظن	أظن	UC
أن	أن	UC
الانسحاب	الانسحاب	UC
الأمريكي	الأمريكي	UC
من	من	UC
العراق	العراق	UC
الآن	الآن	UC
سيحقق	سيحقق	UC
الآمن	الأمن	REPLACE_OH
و الاستقرار	والاستقرار	MERGE
للشعب	للشعب	UC
العراقي	العراقي	UC
الجيش	الجيش	UC
الأمريكي	الأمريكي	UC
من	من	UC
الآزم	اللازم	REPLACE_OM+REPLACE_OR
أن	أن	UC
يساعد	يساعد	UC
الشرطة	الشرطة	UC
العراقي	العراقية	REPLACE_XG
سيطرة	للسيطرة	REPLACE_OM
	على	INSERT_XM
الاشتباكات	الاشتباكات	UC
بيت	بين	REPLACE_OR
الفصائل	الفصائل	UC
المختلفة	المختلفة	UC
في	في	UC
مدينة	مدينة	UC
بغداد	بغداد	UC
جيش	جيش	UC
المھدي	المهدي	REPLACE_OR
يخطف	يخطف	UC
الناس	الناس	UC
من	من	UC
بيتھم	بيوتهم	REPLACE_OR+REPLACE_XN
و يطلب	ويطلب	MERGE
أموال	أموال	UC
منھم	منهم	REPLACE_OR
من	من	UC
الممكن	الممكن	UC
	أن	INSERT_XM
جيش	جيش	UC
المھدي	المهدي	REPLACE_OR
عنده	عنده	UC
ارتباطات	ارتباطات	UC
مع	مع	UC
دولة	دولة	UC
اران	إيران	REPLACE_OM+REPLACE_OR
و إذا	وإذا	MERGE
أمريكة	أمريكا	REPLACE_OR
خرجت	خرجت	UC
من	من	UC
أراق	العراق	REPLACE_SW
ھناك	هناك	REPLACE_OR
سيكون	سيكون	UC
حرب	حرب	UC
اھلي	أهلية	REPLACE_SW
الأول	أولا	REPLACE_XF
أمريكة	أمريكا	REPLACE_OR
يجب	يجب	UC
أن	أن	UC
تدعم	تدعم	UC
زعيم	الزعيم	REPLACE_XF
حقاني	حقاني	UC
الزعيم	الزعيم	UC
يجب		DELETE_XM
أن		DELETE_XM
كان	كان	UC
يسكن	يسكن	UC
في	في	UC
العراق	العراق	UC
عندما	عندما	UC
	كان	INSERT_XM
سدام	صدام	REPLACE_OR
حسين	حسين	UC
كان		DELETE_XM
الرئيس	الرئيس	UC
ثم	ثم	UC
الجيش	الجيش	UC
الأمريكي	الأمريكي	UC
من	من	UC
الآزم	اللازم	REPLACE_OM+REPLACE_OR
أن	أن	UC
يشاھد	يراقب	REPLACE_SW
الحدد	الحدود	REPLACE_OH+REPLACE_OM
قريب	القريبة	REPLACE_SW
من	من	UC
اران	إيران	REPLACE_OM+REPLACE_OR
الشرطة	الشرطة	UC
العراقية	العراقية	UC
سممنوع	ستمنع	REPLACE_OD+REPLACE_OR
أي	أي	UC
شحصر	شخص لديه ارتباطات	UNK
مع	مع	UC
ارتباطات		DELETE_XM
إلى		DELETE_XM
المخابرات	المخابرات	UC
الارانية	الإيرانية	REPLACE_OM+REPLACE_OR
من	من	UC
الدخول	دخول	REPLACE_XF
العراق	العراق	UC
خصوص أ	خصوصا	UNK
الجنوب	الجنوب	UC
بعد	بعد	UC
ذلك	ذلك	UC
الشعوب	الشعوب	UC
العراقيون	العراقية	REPLACE_XG+REPLACE_XN
من	من	UC
الآزم	اللازم	REPLACE_OM+REPLACE_OR
أن	أن	UC
يرفضون	ترفض	REPLACE_XN
أن	أن	UC
يساعدون	تساعد	REPLACE_XN
أي	أي	UC
ارھاب	إرهاب	REPLACE_OH
أمريكة	أمريكا	REPLACE_OR
يجب	يجب	UC
أن	أن	UC
تناقش	تناقش	UC
المشكلات	المشكلات	UC
بالعراق	بالعراق	UC
و سورية	وسورية	MERGE
و اران	وإيران	UNK
و الأردن	والأردن	MERGE
المناقشات	المناقشات	UC
ستساعد	ستساعد	UC
أن	في	REPLACE_SW
تدعم	دعم	REPLACE_OD
الأمان	الأمان	UC
في	في	UC
الشرق	الشرق	UC
الأوسط	الأوسط	UC
فلذلك	فلذلك	UC
الجيش	الجيش	UC
الأمريكية	الأمريكي	REPLACE_XG
سيقضي	سيقضي	UC
في	في	UC
الأراق	العراق	REPLACE_OR
